record_id,product,category,subcategory,state,data_type,generation_method,calibration_source,generated_at,dataset_version,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,actual_selling_price,craft,material,technique,region,size,direct_cost,market_reference_price,market_price_min,market_price_max,market_comparable_count
SIH-01240,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,260,30,30,Low,Standard,710,Blue Pottery,Ceramic,Glazing,West India,Medium,320,990.0,430.0,1880.0,243.0
SIH-01241,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,35.1,3630,290,420,High,Standard,14580,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,4340,19855.0,8760.0,29980.0,84.0
SIH-01242,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,11.5,180,25,40,High,Standard,1720,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,245,2155.0,650.0,3170.0,72.0
SIH-01243,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.5,150,65,75,Low,Moderate,3840,Madhubani,Paper,Hand Painting,East India,Small,290,3045.0,700.0,6380.0,82.0
SIH-01244,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,89.6,4120,445,365,High,Standard,34090,Banarasi,Silk,Handloom Weaving,North India,Standard,4930,33625.0,15130.0,63680.0,248.0
SIH-01245,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,170,15,40,Low,Standard,950,Blue Pottery,Ceramic,Glazing,West India,Medium,225,990.0,430.0,1880.0,243.0
SIH-01246,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,32.4,410,105,80,High,Moderate,5990,Phulkari,Cotton,Hand Embroidery,North India,Standard,595,8485.0,2560.0,14630.0,240.0
SIH-01247,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.4,160,15,25,Low,Standard,530,Blue Pottery,Ceramic,Glazing,West India,Small,200,780.0,320.0,1310.0,265.0
SIH-01248,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.3,380,40,80,Medium,Light,2490,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,500,1905.0,980.0,2780.0,80.0
SIH-01249,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.4,180,20,20,Low,High,860,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,220,900.0,380.0,1720.0,97.0
SIH-01250,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,121.6,3960,625,800,Medium,Standard,38450,Banarasi,Silk,Handloom Weaving,North India,Standard,5385,33625.0,15130.0,63680.0,248.0
SIH-01251,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.9,410,45,35,Medium,Light,1400,Blue Pottery,Ceramic,Glazing,West India,Large,490,1590.0,710.0,3370.0,250.0
SIH-01252,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,120,15,20,Low,High,550,Sikki Craft,Sikki Grass,Hand Weaving,East India,Small,155,785.0,310.0,1500.0,72.0
SIH-01253,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,38.7,2490,355,335,High,Light,15520,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,3180,14920.0,7370.0,29890.0,78.0
SIH-01254,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,27.5,1990,320,485,Low,Standard,17390,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,2795,15970.0,8220.0,29230.0,95.0
SIH-01255,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.2,290,15,25,Low,Standard,1080,Pipili Applique,Cotton,Applique,East India,Small,330,1265.0,560.0,2420.0,86.0
SIH-01256,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,22.2,110,80,65,Low,Standard,4250,Madhubani,Paper,Hand Painting,East India,Small,255,3045.0,700.0,6380.0,82.0
SIH-01257,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.5,200,65,55,Medium,Standard,2750,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,320,2130.0,650.0,3170.0,72.0
SIH-01258,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,43.0,560,185,160,Medium,Standard,8640,Phulkari,Cotton,Hand Embroidery,North India,Standard,905,8470.0,2560.0,14630.0,240.0
SIH-01259,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,50.8,4760,395,535,High,Standard,19500,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,5690,19855.0,8760.0,29980.0,84.0
SIH-01260,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.8,250,20,50,Low,Standard,900,Blue Pottery,Ceramic,Glazing,West India,Small,320,770.0,320.0,1310.0,265.0
SIH-01261,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.7,800,155,265,Low,Light,8430,Sandalwood Carving,Sandalwood,Wood Carving,South India,Small,1220,10240.0,4390.0,20120.0,81.0
SIH-01262,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,102.7,4740,360,700,High,Moderate,35410,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,5800,29505.0,12200.0,62560.0,256.0
SIH-01263,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.2,300,30,55,Medium,High,2280,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,385,1320.0,590.0,2720.0,77.0
SIH-01264,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.7,770,140,190,High,High,9360,Phulkari,Cotton,Hand Embroidery,North India,Standard,1100,8470.0,2560.0,14630.0,240.0
SIH-01265,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.6,130,25,20,Medium,Light,1010,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,175,1200.0,470.0,2940.0,89.0
SIH-01266,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,19.5,2020,165,165,Medium,Moderate,7580,Sandalwood Carving,Sandalwood,Wood Carving,South India,Small,2350,10240.0,4390.0,20120.0,81.0
SIH-01267,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.1,100,15,20,Low,Light,440,Sikki Craft,Sikki Grass,Hand Weaving,East India,Small,135,785.0,310.0,1500.0,72.0
SIH-01268,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.2,460,40,70,Medium,Standard,3920,Phulkari,Cotton,Hand Embroidery,North India,Standard,570,8485.0,2560.0,14630.0,240.0
SIH-01269,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.4,250,30,35,Low,Light,1160,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,315,890.0,380.0,1720.0,97.0
SIH-01270,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,50.8,3920,555,490,High,Light,28200,Thanjavur Painting,Wood,Gold Leaf Work,South India,Medium,4965,22690.0,11420.0,29970.0,81.0
SIH-01271,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,42.3,4560,290,495,High,Light,21780,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,5345,25860.0,15050.0,29950.0,89.0
SIH-01272,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.8,150,15,20,Low,Standard,910,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,185,890.0,380.0,1720.0,97.0
SIH-01273,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.6,330,55,55,Medium,High,1650,Blue Pottery,Ceramic,Glazing,West India,Medium,440,990.0,430.0,1880.0,243.0
SIH-01274,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,25.1,2300,290,420,High,Moderate,10240,Dhokra,Brass,Lost Wax Casting,Central India,Large,3010,9120.0,5170.0,11920.0,77.0
SIH-01275,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.7,200,25,30,Low,Standard,640,Blue Pottery,Ceramic,Glazing,West India,Small,255,780.0,320.0,1310.0,265.0
SIH-01276,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.9,140,15,20,Low,Standard,650,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,175,1200.0,470.0,2940.0,89.0
SIH-01277,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,150,15,20,Low,Light,690,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,185,900.0,380.0,1720.0,97.0
SIH-01278,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,51.6,540,120,185,High,Moderate,12940,Phulkari,Cotton,Hand Embroidery,North India,Standard,845,8470.0,2560.0,14630.0,240.0
SIH-01279,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.7,510,35,40,Medium,Standard,1500,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,585,1920.0,980.0,2780.0,80.0
SIH-01280,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,118.1,5570,625,430,High,High,37730,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6625,29505.0,12200.0,62560.0,256.0
SIH-01281,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.4,330,15,20,Low,Moderate,780,Blue Pottery,Ceramic,Glazing,West India,Medium,365,990.0,430.0,1880.0,243.0
SIH-01282,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,21.6,360,50,125,High,Moderate,5640,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,535,6050.0,2510.0,8990.0,89.0
SIH-01283,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.7,1050,140,155,Medium,Moderate,5630,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Small,1345,7180.0,2480.0,13800.0,69.0
SIH-01284,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.7,1830,130,315,Medium,Moderate,11470,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,2275,15990.0,8220.0,29230.0,95.0
SIH-01285,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,36.3,3450,265,495,High,Moderate,20600,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,4210,25860.0,15050.0,29950.0,89.0
SIH-01286,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,16.4,380,65,65,Medium,Light,3360,Pipili Applique,Cotton,Applique,East India,Medium,510,2125.0,730.0,4630.0,78.0
SIH-01287,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,92.9,3760,380,575,Medium,Standard,34860,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,4715,29505.0,12200.0,62560.0,256.0
SIH-01288,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,83.6,5780,375,760,High,Light,34870,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6915,29505.0,12200.0,62560.0,256.0
SIH-01289,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,50.5,740,250,305,High,High,13920,Phulkari,Cotton,Hand Embroidery,North India,Standard,1295,8470.0,2560.0,14630.0,240.0
SIH-01290,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,200,35,45,Low,Standard,930,Terracotta,Clay,Hand Moulding,East India,Medium,280,955.0,400.0,1830.0,86.0
SIH-01291,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.8,380,80,105,High,High,6490,Pipili Applique,Cotton,Applique,East India,Large,565,3235.0,1180.0,6800.0,92.0
SIH-01292,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,21.4,530,110,130,Medium,Light,5350,Phulkari,Cotton,Hand Embroidery,North India,Standard,770,8485.0,2560.0,14630.0,240.0
SIH-01293,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.0,390,95,60,Medium,High,4560,Kutch Embroidery,Cotton,Hand Embroidery,West India,Small,545,4240.0,1700.0,9000.0,72.0
SIH-01294,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.2,1970,115,135,High,High,6090,Dhokra,Brass,Lost Wax Casting,Central India,Medium,2220,6900.0,2480.0,11120.0,109.0
SIH-01295,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,18.7,2280,205,185,Medium,Light,9420,Sandalwood Carving,Sandalwood,Wood Carving,South India,Small,2670,10240.0,4390.0,20120.0,81.0
SIH-01296,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.5,120,15,25,Low,Light,630,Terracotta,Clay,Hand Moulding,East India,Small,160,715.0,250.0,1220.0,78.0
SIH-01297,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.0,530,70,80,High,Moderate,4300,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,680,6050.0,2510.0,8990.0,89.0
SIH-01298,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.1,360,25,40,Low,Standard,1090,Blue Pottery,Ceramic,Glazing,West India,Medium,425,990.0,430.0,1880.0,243.0
SIH-01299,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,29.0,630,145,175,Medium,Standard,6890,Phulkari,Cotton,Hand Embroidery,North India,Standard,950,8485.0,2560.0,14630.0,240.0
SIH-01300,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,11.8,670,45,45,Medium,Light,2820,Pipili Applique,Cotton,Applique,East India,Large,760,3315.0,1180.0,6800.0,92.0
SIH-01301,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.9,390,30,55,Medium,Light,1270,Blue Pottery,Ceramic,Glazing,West India,Large,475,1590.0,710.0,3370.0,250.0
SIH-01302,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,30.3,370,85,120,Medium,Standard,7760,Phulkari,Cotton,Hand Embroidery,North India,Standard,575,8485.0,2560.0,14630.0,240.0
SIH-01303,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,190,30,35,Low,Moderate,870,Blue Pottery,Ceramic,Glazing,West India,Medium,255,990.0,430.0,1880.0,243.0
SIH-01304,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.3,150,20,30,Low,Light,920,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,200,1330.0,590.0,2720.0,77.0
SIH-01305,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.7,230,20,30,Medium,Moderate,750,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,280,1330.0,590.0,2720.0,77.0
SIH-01306,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,95.0,3030,420,550,Medium,Standard,27440,Banarasi,Silk,Handloom Weaving,North India,Standard,4000,33640.0,15130.0,63680.0,248.0
SIH-01307,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,19.4,420,90,75,Medium,Light,4070,Pipili Applique,Cotton,Applique,East India,Large,585,3235.0,1180.0,6800.0,92.0
SIH-01308,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.9,150,25,45,Low,Standard,840,Blue Pottery,Ceramic,Glazing,West India,Small,220,770.0,320.0,1310.0,265.0
SIH-01309,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,85.8,5970,435,615,High,Light,27450,Banarasi,Silk,Handloom Weaving,North India,Standard,7020,33640.0,15130.0,63680.0,248.0
SIH-01310,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.7,2250,135,255,High,Standard,5810,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,2640,8235.0,4080.0,14020.0,84.0
SIH-01311,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,18.9,2180,245,310,High,Standard,8300,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Large,2735,12680.0,5690.0,15960.0,81.0
SIH-01312,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.4,790,135,150,High,High,8380,Phulkari,Cotton,Hand Embroidery,North India,Standard,1075,8485.0,2560.0,14630.0,240.0
SIH-01313,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.6,150,15,20,Medium,Standard,650,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,185,2155.0,970.0,3170.0,72.0
SIH-01314,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.3,2310,160,385,Medium,Standard,10790,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,2855,15185.0,7370.0,29890.0,78.0
SIH-01315,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,135.3,3920,530,645,Medium,Light,36440,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,5095,29505.0,12200.0,62560.0,256.0
SIH-01316,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,31.4,780,160,205,High,High,8730,Kutch Embroidery,Cotton,Hand Embroidery,West India,Large,1145,6960.0,3190.0,8940.0,85.0
SIH-01317,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,79.6,5020,405,610,Medium,Standard,30950,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6035,29505.0,12200.0,62560.0,256.0
SIH-01318,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,43.0,1030,140,185,High,Moderate,9230,Phulkari,Cotton,Hand Embroidery,North India,Standard,1355,8470.0,2560.0,14630.0,240.0
SIH-01319,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.3,460,20,45,Low,Standard,1500,Kalamkari,Cotton,Block Printing,South India,Small,525,1770.0,840.0,3760.0,79.0
SIH-01320,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.4,200,20,35,Low,Standard,650,Blue Pottery,Ceramic,Glazing,West India,Medium,255,990.0,430.0,1880.0,243.0
SIH-01321,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,46.9,4770,350,290,High,High,20720,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,5410,19645.0,8760.0,29980.0,84.0
SIH-01322,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.7,540,120,125,Medium,Standard,5570,Phulkari,Cotton,Hand Embroidery,North India,Standard,785,8485.0,2560.0,14630.0,240.0
